experiment,Date,Time,Months,Ring,Plot,Rep,Mesh,Trt,InitialMass.g,RemainingMass.g,propMassRem,propMassRem.trans
expt1,2015-03-19,24,22,R1,2,1,2mm,elevated,2.01,0.22,0.10945273631840798,0.33718976780506676
expt1,2015-03-19,24,22,R1,2,2,2mm,elevated,2.05,0.02,0.009756097560975611,0.09893427532692513
expt1,2015-03-19,24,22,R1,3,1,2mm,elevated,2.01,0.08,0.03980099502487563,0.2008495425081298
expt1,2015-03-19,24,22,R1,3,2,2mm,elevated,2.05,0.1,0.04878048780487806,0.2226992869957371
expt1,2015-03-19,24,22,R1,4,1,2mm,elevated,2.07,0.07,0.03381642512077295,0.1849449556093708
expt1,2015-03-19,24,22,R1,4,2,2mm,elevated,2.07,0.02,0.009661835748792272,0.09845361405420759
expt1,2015-03-19,24,22,R2,1,1,2mm,ambient,2.02,0.01,0.0049504950495049506,0.07041793678320862
expt1,2015-03-19,24,22,R2,1,2,2mm,ambient,2.02,0.2,0.09900990099009901,0.3200967395632262
expt1,2015-03-19,24,22,R2,2,1,2mm,ambient,2.06,0.04,0.019417475728155338,0.13980154931836694
expt1,2015-03-19,24,22,R2,2,2,2mm,ambient,2.02,0.02,0.009900990099009901,0.09966865249116202
expt1,2015-03-19,24,22,R2,3,1,2mm,ambient,2.07,0,0,0
expt1,2015-03-19,24,22,R2,3,2,2mm,ambient,2.06,0,0,0
expt1,2015-03-19,24,22,R2,4,1,2mm,ambient,2.01,0,0,0
expt1,2015-03-19,24,22,R2,4,2,2mm,ambient,2.02,0.03,0.01485148514851485,0.12217035371011403
expt1,2015-03-19,24,22,R3,1,1,2mm,ambient,2.1,0.19,0.09047619047619047,0.30552363719453945
expt1,2015-03-19,24,22,R3,1,2,2mm,ambient,2.07,0.01,0.004830917874396136,0.06956088869374982
expt1,2015-03-19,24,22,R3,2,1,2mm,ambient,2.09,0.13,0.06220095693779905,0.25206186312885953
expt1,2015-03-19,24,22,R3,2,2,2mm,ambient,2,0,0,0
expt1,2015-03-19,24,22,R3,3,1,2mm,ambient,2.02,0.53,0.2623762376237624,0.5377754955245648
expt1,2015-03-19,24,22,R3,3,2,2mm,ambient,2,0.36,0.18,0.4381490305841703
expt1,2015-03-19,24,22,R3,4,1,2mm,ambient,2.04,0.47,0.23039215686274508,0.5006453994251899
expt1,2015-03-19,24,22,R3,4,2,2mm,ambient,2.06,0.34,0.1650485436893204,0.41835915675128355
expt1,2015-03-19,24,22,R4,1,1,2mm,elevated,2.06,0,0,0
expt1,2015-03-19,24,22,R4,1,2,2mm,elevated,2.01,0.01,0.0049751243781094535,0.07059317928404737
expt1,2015-03-19,24,22,R4,2,1,2mm,elevated,2.09,0,0,0
expt1,2015-03-19,24,22,R4,2,2,2mm,elevated,2.04,0.01,0.004901960784313725,0.07007133173326693
expt1,2015-03-19,24,22,R4,3,1,2mm,elevated,2.08,0,0,0
expt1,2015-03-19,24,22,R4,3,2,2mm,elevated,2.03,0,0,0
expt1,2015-03-19,24,22,R4,4,1,2mm,elevated,2.1,0.02,0.009523809523809523,0.09774557973398157
expt1,2015-03-19,24,22,R4,4,2,2mm,elevated,2.04,0,0,0
expt1,2015-03-19,24,22,R5,1,1,2mm,elevated,2.02,0.21,0.10396039603960396,0.32829430780322727
expt1,2015-03-19,24,22,R5,1,2,2mm,elevated,2.08,0,0,0
expt1,2015-03-19,24,22,R5,2,1,2mm,elevated,2.07,0,0,0
expt1,2015-03-19,24,22,R5,2,2,2mm,elevated,2.04,0,0,0
expt1,2015-03-19,24,22,R5,3,1,2mm,elevated,2.06,0.02,0.009708737864077669,0.09869306683877115
expt1,2015-03-19,24,22,R5,3,2,2mm,elevated,2.02,0,0,0
expt1,2015-03-19,24,22,R5,4,1,2mm,elevated,2.03,0,0,0
expt1,2015-03-19,24,22,R5,4,2,2mm,elevated,2.04,0,0,0
expt1,2015-03-19,24,22,R6,1,1,2mm,ambient,2.03,0,0,0
expt1,2015-03-19,24,22,R6,1,2,2mm,ambient,2.05,0,0,0
expt1,2015-03-19,24,22,R6,2,1,2mm,ambient,2.01,0.13,0.0646766169154229,0.25714036145926294
expt1,2015-03-19,24,22,R6,2,2,2mm,ambient,2.01,0.02,0.009950248756218907,0.09991710316799085
expt1,2015-03-19,24,22,R6,3,1,2mm,ambient,2.01,0.01,0.0049751243781094535,0.07059317928404737
expt1,2015-03-19,24,22,R6,3,2,2mm,ambient,2.02,0,0,0
expt1,2015-03-19,24,22,R6,4,1,2mm,ambient,2.09,0,0,0
expt1,2015-03-19,24,22,R6,4,2,2mm,ambient,2.06,0,0,0
expt1,2013-08-23,3,3.2,R1,1,1,4mm,elevated,2.01,1.11,0.5522388059701494,0.8377324753106224
expt1,2013-08-23,3,3.2,R1,1,2,4mm,elevated,2.09,1.02,0.48803827751196177,0.7734352996042404
expt1,2013-08-23,3,3.2,R1,2,1,4mm,elevated,2.08,1.24,0.5961538461538461,0.8821547596528411
expt1,2013-08-23,3,3.2,R1,2,2,4mm,elevated,2.03,1.18,0.58128078817734,0.8670412682254728
expt1,2013-08-23,3,3.2,R1,3,1,4mm,elevated,2,1.07,0.535,0.8204268099414735
expt1,2013-08-23,3,3.2,R1,3,2,4mm,elevated,2.03,0.91,0.4482758620689656,0.7335813236400831
expt1,2013-08-23,3,3.2,R1,4,1,4mm,elevated,2.06,1,0.4854368932038835,0.7708329967461489
expt1,2013-08-23,3,3.2,R1,4,2,4mm,elevated,2.04,1.08,0.5294117647058824,0.8148269163709889
expt1,2013-08-23,3,3.2,R2,1,1,4mm,ambient,2.03,1.11,0.5467980295566504,0.8322647905752167
expt1,2013-08-23,3,3.2,R2,1,2,4mm,ambient,2.04,1.04,0.5098039215686274,0.7952027132896781
expt1,2013-08-23,3,3.2,R2,2,1,4mm,ambient,2.02,0.7,0.3465346534653465,0.6294149744876347
expt1,2013-08-23,3,3.2,R2,2,2,4mm,ambient,2.06,0.91,0.441747572815534,0.7270131443326011
expt1,2013-08-23,3,3.2,R2,3,1,4mm,ambient,2.09,1.03,0.4928229665071771,0.7782208834233517
expt1,2013-08-23,3,3.2,R2,3,2,4mm,ambient,2.07,0.93,0.44927536231884063,0.7345861109717383
expt1,2013-08-23,3,3.2,R2,4,1,4mm,ambient,2.02,0.87,0.4306930693069307,0.7158673498987286
expt1,2013-08-23,3,3.2,R2,4,2,4mm,ambient,2,1.04,0.52,0.8054035005744429
expt1,2013-08-23,3,3.2,R3,1,1,4mm,ambient,2.02,0.98,0.48514851485148514,0.7705444935536219
expt1,2013-08-23,3,3.2,R3,1,2,4mm,ambient,2.02,1.01,0.5,0.7853981633974484
expt1,2013-08-23,3,3.2,R3,2,1,4mm,ambient,2,1.01,0.505,0.7903982467345319
expt1,2013-08-23,3,3.2,R3,2,2,4mm,ambient,2.03,1.06,0.5221674876847291,0.8075729195452541
expt1,2013-08-23,3,3.2,R3,3,1,4mm,ambient,2.02,1.15,0.5693069306930693,0.8549289768961681
expt1,2013-08-23,3,3.2,R3,3,2,4mm,ambient,2,1.06,0.53,0.8154161926200876
expt1,2013-08-23,3,3.2,R3,4,1,4mm,ambient,2.01,1.09,0.5422885572139304,0.827737300637364
expt1,2013-08-23,3,3.2,R3,4,2,4mm,ambient,2.03,1.02,0.5024630541871922,0.7878612275463847
expt1,2013-08-23,3,3.2,R4,1,1,4mm,elevated,2.02,0.84,0.4158415841584158,0.7008372186150827
expt1,2013-08-23,3,3.2,R4,1,2,4mm,elevated,2.01,0.97,0.48258706467661694,0.7679817062971949
expt1,2013-08-23,3,3.2,R4,2,1,4mm,elevated,2.03,0.37,0.18226600985221678,0.4410909328003011
expt1,2013-08-23,3,3.2,R4,2,2,4mm,elevated,2.03,1.04,0.5123152709359606,0.7977146798778898
expt1,2013-08-23,3,3.2,R4,3,1,4mm,elevated,2.01,0.75,0.373134328358209,0.6571302140696046
expt1,2013-08-23,3,3.2,R4,3,2,4mm,elevated,2.03,1.07,0.5270935960591134,0.8125050359431049
expt1,2013-08-23,3,3.2,R4,4,1,4mm,elevated,2.02,0.43,0.21287128712871287,0.47954975592647137
expt1,2013-08-23,3,3.2,R4,4,2,4mm,elevated,2.03,1.03,0.5073891625615764,0.7927875949496163
expt1,2013-08-23,3,3.2,R5,1,1,4mm,elevated,2.02,1.06,0.5247524752475248,0.810160760125295
expt1,2013-08-23,3,3.2,R5,1,2,4mm,elevated,2.02,0.97,0.4801980198019802,0.7655910030615966
expt1,2013-08-23,3,3.2,R5,2,1,4mm,elevated,2,1.11,0.555,0.8405096883913217
expt1,2013-08-23,3,3.2,R5,2,2,4mm,elevated,2,1.04,0.52,0.8054035005744429
expt1,2013-08-23,3,3.2,R5,3,1,4mm,elevated,2.01,1.12,0.5572139303482588,0.842737692556452
expt1,2013-08-23,3,3.2,R5,3,2,4mm,elevated,2.01,0.88,0.4378109452736319,0.723047638837431
expt1,2013-08-23,3,3.2,R5,4,1,4mm,elevated,2.01,0.98,0.4875621890547264,0.7729590693490713
expt1,2013-08-23,3,3.2,R5,4,2,4mm,elevated,2.01,0.73,0.36318407960199006,0.6468146802164512
expt1,2013-08-23,3,3.2,R6,1,1,4mm,ambient,2.02,0.86,0.42574257425742573,0.7108650136135293
expt1,2013-08-23,3,3.2,R6,1,2,4mm,ambient,2,0.96,0.48,0.7653928262204539
expt1,2013-08-23,3,3.2,R6,2,1,4mm,ambient,2.1,1.28,0.6095238095238095,0.8958173020779882
expt1,2013-08-23,3,3.2,R6,2,2,4mm,ambient,2.01,1.13,0.5621890547263682,0.8477486879574657
expt1,2013-08-23,3,3.2,R6,3,1,4mm,ambient,2,0.34,0.17,0.4249887829624035
expt1,2013-08-23,3,3.2,R6,3,2,4mm,ambient,2,0.76,0.38,0.6642152378779667
expt1,2013-08-23,3,3.2,R6,4,1,4mm,ambient,2,1.03,0.515,0.8004004143091868
expt1,2013-08-23,3,3.2,R6,4,2,4mm,ambient,2.02,1.08,0.5346534653465347,0.8200794315850464
expt1,2013-12-04,6,6.6,R1,1,1,4mm,elevated,2.01,0.95,0.472636815920398,0.7580213021995625
expt1,2013-12-04,6,6.6,R1,1,2,4mm,elevated,2.02,0.76,0.37623762376237624,0.6603358279680489
expt1,2013-12-04,6,6.6,R1,2,1,4mm,elevated,2,0.74,0.37,0.6538870619432138
expt1,2013-12-04,6,6.6,R1,2,2,4mm,elevated,2.03,0.37,0.18226600985221678,0.4410909328003011
expt1,2013-12-04,6,6.6,R1,3,1,4mm,elevated,2.01,0.8,0.3980099502487563,0.6826872686092592
expt1,2013-12-04,6,6.6,R1,3,2,4mm,elevated,2.02,0.44,0.21782178217821782,0.48557142858191626
expt1,2013-12-04,6,6.6,R1,4,1,4mm,elevated,2.05,0.88,0.4292682926829269,0.7144283933326028
expt1,2013-12-04,6,6.6,R1,4,2,4mm,elevated,2.02,0.91,0.4504950495049505,0.735811971494488
expt1,2013-12-04,6,6.6,R2,1,1,4mm,ambient,2.03,0.66,0.32512315270935965,0.6067440732256039
expt1,2013-12-04,6,6.6,R2,1,2,4mm,ambient,2.01,0.87,0.4328358208955224,0.7180303400786314
expt1,2013-12-04,6,6.6,R2,2,1,4mm,ambient,2.01,0.91,0.45273631840796025,0.7380638104432172
expt1,2013-12-04,6,6.6,R2,2,2,4mm,ambient,2,0.38,0.19,0.4510268117962624
expt1,2013-12-04,6,6.6,R2,3,1,4mm,ambient,2.06,0.59,0.28640776699029125,0.5647099055409707
expt1,2013-12-04,6,6.6,R2,3,2,4mm,ambient,2.01,0.91,0.45273631840796025,0.7380638104432172
expt1,2013-12-04,6,6.6,R2,4,1,4mm,ambient,2.03,0.86,0.4236453201970444,0.7087435582944625
expt1,2013-12-04,6,6.6,R2,4,2,4mm,ambient,2,0.75,0.375,0.6590580358264089
expt1,2013-12-04,6,6.6,R3,1,1,4mm,ambient,2.04,0.94,0.46078431372549017,0.7461421596645604
expt1,2013-12-04,6,6.6,R3,1,2,4mm,ambient,2.01,1,0.49751243781094534,0.7829105909463131
expt1,2013-12-04,6,6.6,R3,2,1,4mm,ambient,2.03,0.85,0.41871921182266014,0.7037550585694239
expt1,2013-12-04,6,6.6,R3,2,2,4mm,ambient,2.01,0.88,0.4378109452736319,0.723047638837431
expt1,2013-12-04,6,6.6,R3,3,1,4mm,ambient,2.08,1.11,0.5336538461538461,0.8190774719736551
expt1,2013-12-04,6,6.6,R3,3,2,4mm,ambient,2,1.01,0.505,0.7903982467345319
expt1,2013-12-04,6,6.6,R3,4,1,4mm,ambient,2,0.85,0.425,0.7101140270091053
expt1,2013-12-04,6,6.6,R3,4,2,4mm,ambient,2.02,1.02,0.504950495049505,0.7903487393330338
expt1,2013-12-04,6,6.6,R4,1,1,4mm,elevated,2.01,0.45,0.2238805970149254,0.4928745195892348
expt1,2013-12-04,6,6.6,R4,1,2,4mm,elevated,2.03,0.72,0.35467980295566504,0.6379501357228147
expt1,2013-12-04,6,6.6,R4,2,1,4mm,elevated,2.01,0.93,0.46268656716417916,0.748050009339219
expt1,2013-12-04,6,6.6,R4,2,2,4mm,elevated,2.01,0.88,0.4378109452736319,0.723047638837431
expt1,2013-12-04,6,6.6,R4,3,1,4mm,elevated,2.02,0.48,0.2376237623762376,0.5091860080415735
expt1,2013-12-04,6,6.6,R4,3,2,4mm,elevated,2.03,0.93,0.45812807881773404,0.7434771456000919
expt1,2013-12-04,6,6.6,R4,4,1,4mm,elevated,2.03,0.52,0.2561576354679803,0.5306802849863567
expt1,2013-12-04,6,6.6,R4,4,2,4mm,elevated,2.01,0.5,0.24875621890547267,0.5221613860629416
expt1,2013-12-04,6,6.6,R5,1,1,4mm,elevated,2.02,0.86,0.42574257425742573,0.7108650136135293
expt1,2013-12-04,6,6.6,R5,1,2,4mm,elevated,2.06,0.83,0.4029126213592233,0.6876901005683191
expt1,2013-12-04,6,6.6,R5,2,1,4mm,elevated,2.03,0.9,0.44334975369458135,0.7286260083289834
expt1,2013-12-04,6,6.6,R5,2,2,4mm,elevated,2.03,0.85,0.41871921182266014,0.7037550585694239
expt1,2013-12-04,6,6.6,R5,3,1,4mm,elevated,2.02,0.74,0.36633663366336633,0.6500893001006564
expt1,2013-12-04,6,6.6,R5,3,2,4mm,elevated,2.03,0.78,0.3842364532019705,0.6685745951900444
expt1,2013-12-04,6,6.6,R5,4,1,4mm,elevated,2.01,0.69,0.34328358208955223,0.6259952232886716
expt1,2013-12-04,6,6.6,R5,4,2,4mm,elevated,2.02,0.74,0.36633663366336633,0.6500893001006564
expt1,2013-12-04,6,6.6,R6,1,1,4mm,ambient,2.02,0.86,0.42574257425742573,0.7108650136135293
expt1,2013-12-04,6,6.6,R6,1,2,4mm,ambient,2.02,0.88,0.43564356435643564,0.7208626908891365
expt1,2013-12-04,6,6.6,R6,2,1,4mm,ambient,2.01,1.05,0.5223880597014926,0.8077937108297721
expt1,2013-12-04,6,6.6,R6,2,2,4mm,ambient,2,0.87,0.435,0.7202136735458755
expt1,2013-12-04,6,6.6,R6,3,1,4mm,ambient,2.02,1,0.49504950495049505,0.7804475874618629
expt1,2013-12-04,6,6.6,R6,3,2,4mm,ambient,2.01,0.72,0.35820895522388063,0.6416344164920911
expt1,2013-12-04,6,6.6,R6,4,1,4mm,ambient,2,0.88,0.44,0.7252532222000543
expt1,2013-12-04,6,6.6,R6,4,2,4mm,ambient,2.01,0.78,0.3880597014925374,0.67250099986102585
expt1,2014-06-16,12,13,R1,1,1,4mm,elevated,2,0.01,0.005,0.0707697366622136
expt1,2014-06-16,12,13,R1,1,2,4mm,elevated,2,0.01,0.005,0.0707697366622136
expt1,2014-06-16,12,13,R1,2,1,4mm,elevated,2.08,0,0,0
expt1,2014-06-16,12,13,R1,2,2,4mm,elevated,2.01,0,0,0
expt1,2014-06-16,12,13,R1,3,1,4mm,elevated,2.02,0,0,0
expt1,2014-06-16,12,13,R1,3,2,4mm,elevated,2.02,0,0,0
expt1,2014-06-16,12,13,R1,4,1,4mm,elevated,2.02,0.01,0.0049504950495049506,0.07041793678320862
expt1,2014-06-16,12,13,R1,4,2,4mm,elevated,2.05,0,0,0
expt1,2014-06-16,12,13,R2,1,1,4mm,ambient,2.03,0.01,0.004926108374384237,0.07024399291977845
expt1,2014-06-16,12,13,R2,1,2,4mm,ambient,2.03,0.01,0.004926108374384237,0.07024399291977845
expt1,2014-06-16,12,13,R2,2,1,4mm,ambient,2.04,0,0,0
expt1,2014-06-16,12,13,R2,2,2,4mm,ambient,2,0,0,0
expt1,2014-06-16,12,13,R2,3,1,4mm,ambient,2.02,0,0,0
expt1,2014-06-16,12,13,R2,3,2,4mm,ambient,2.03,0.02,0.009852216748768475,0.09942204602945329
expt1,2014-06-16,12,13,R2,4,1,4mm,ambient,2.02,0,0,0
expt1,2014-06-16,12,13,R2,4,2,4mm,ambient,2.04,0,0,0
expt1,2014-06-16,12,13,R3,1,1,4mm,ambient,2.07,0.17,0.08212560386473432,0.290650655528755
expt1,2014-06-16,12,13,R3,1,2,4mm,ambient,2.02,0.17,0.08415841584158416,0.2943320606191217
expt1,2014-06-16,12,13,R3,2,1,4mm,ambient,2.04,0.09,0.044117647058823525,0.21161793074975344
expt1,2014-06-16,12,13,R3,2,2,4mm,ambient,2.03,0.18,0.08866995073891626,0.3023610731551052
expt1,2014-06-16,12,13,R3,3,1,4mm,ambient,2,0.86,0.43,0.7151674560425204
expt1,2014-06-16,12,13,R3,3,2,4mm,ambient,2.02,0.31,0.15346534653465346,0.4025290823643094
expt1,2014-06-16,12,13,R3,4,1,4mm,ambient,2.07,0.37,0.17874396135265702,0.4365121268682133
expt1,2014-06-16,12,13,R3,4,2,4mm,ambient,2,0.58,0.29,0.5686755033625053
expt1,2014-06-16,12,13,R4,1,1,4mm,elevated,2.04,0,0,0
expt1,2014-06-16,12,13,R4,1,2,4mm,elevated,2.01,0,0,0
expt1,2014-06-16,12,13,R4,2,1,4mm,elevated,2.01,0,0,0
expt1,2014-06-16,12,13,R4,2,2,4mm,elevated,2.05,0,0,0
expt1,2014-06-16,12,13,R4,3,1,4mm,elevated,2.06,0,0,0
expt1,2014-06-16,12,13,R4,3,2,4mm,elevated,2.01,0,0,0
expt1,2014-06-16,12,13,R4,4,1,4mm,elevated,2.02,0.01,0.0049504950495049506,0.07041793678320862
expt1,2014-06-16,12,13,R4,4,2,4mm,elevated,2.08,0,0,0
expt1,2014-06-16,12,13,R5,1,1,4mm,elevated,2.06,0.28,0.1359223300970874,0.37758477661637296
expt1,2014-06-16,12,13,R5,1,2,4mm,elevated,2.02,0.13,0.06435643564356436,0.25648871400574763
expt1,2014-06-16,12,13,R5,2,1,4mm,elevated,2.04,0.01,0.004901960784313725,0.07007133173326693
expt1,2014-06-16,12,13,R5,2,2,4mm,elevated,2,0,0,0
expt1,2014-06-16,12,13,R5,3,1,4mm,elevated,2.02,0.08,0.039603960396039604,0.20034499602815234
expt1,2014-06-16,12,13,R5,3,2,4mm,elevated,2.03,0.2,0.09852216748768475,0.31927934768165317
expt1,2014-06-16,12,13,R5,4,1,4mm,elevated,2.02,0,0,0
expt1,2014-06-16,12,13,R5,4,2,4mm,elevated,2.03,0.01,0.004926108374384237,0.07024399291977845
expt1,2014-06-16,12,13,R6,1,1,4mm,ambient,2,0.02,0.01,0.1001674211615598
expt1,2014-06-16,12,13,R6,1,2,4mm,ambient,2.08,0,0,0
expt1,2014-06-16,12,13,R6,2,1,4mm,ambient,2,0.03,0.015,0.122782758757646
expt1,2014-06-16,12,13,R6,2,2,4mm,ambient,2.03,0.04,0.01970443349753695,0.14083761086045946
expt1,2014-06-16,12,13,R6,3,1,4mm,ambient,2,0,0,0
expt1,2014-06-16,12,13,R6,3,2,4mm,ambient,2,0,0,0
expt1,2014-06-16,12,13,R6,4,1,4mm,ambient,2.03,0,0,0
expt1,2014-06-16,12,13,R6,4,2,4mm,ambient,2.02,0.11,0.054455445544554455,0.23552847853603628
expt1,2015-03-19,24,22,R1,1,1,4mm,elevated,2.03,0,0,0
expt1,2015-03-19,24,22,R1,1,2,4mm,elevated,2.04,0,0,0
expt1,2015-03-19,24,22,R1,2,1,4mm,elevated,2.05,0.01,0.004878048780487806,0.0698999375364619
expt1,2015-03-19,24,22,R1,2,2,4mm,elevated,2,0,0,0
expt1,2015-03-19,24,22,R1,3,1,4mm,elevated,2.03,0,0,0
expt1,2015-03-19,24,22,R1,3,2,4mm,elevated,2.02,0,0,0
expt1,2015-03-19,24,22,R1,4,1,4mm,elevated,2.08,0.01,0.004807692307692308,0.06939320398671887
expt1,2015-03-19,24,22,R1,4,2,4mm,elevated,2,0.01,0.005,0.0707697366622136
expt1,2015-03-19,24,22,R2,1,1,4mm,ambient,2,0,0,0
expt1,2015-03-19,24,22,R2,1,2,4mm,ambient,2.03,0,0,0
expt1,2015-03-19,24,22,R2,2,1,4mm,ambient,2.02,0,0,0
expt1,2015-03-19,24,22,R2,2,2,4mm,ambient,2.03,0,0,0
expt1,2015-03-19,24,22,R2,3,1,4mm,ambient,2.03,0,0,0
expt1,2015-03-19,24,22,R2,3,2,4mm,ambient,2,0,0,0
expt1,2015-03-19,24,22,R2,4,1,4mm,ambient,2.04,0,0,0
expt1,2015-03-19,24,22,R2,4,2,4mm,ambient,2.08,0,0,0
expt1,2015-03-19,24,22,R3,1,1,4mm,ambient,2,0.25,0.125,0.36136712390670783
expt1,2015-03-19,24,22,R3,1,2,4mm,ambient,2.03,0.08,0.0394088669950739,0.199844233448252
expt1,2015-03-19,24,22,R3,2,1,4mm,ambient,2,0,0,0
expt1,2015-03-19,24,22,R3,2,2,4mm,ambient,2.03,0,0,0
expt1,2015-03-19,24,22,R3,3,1,4mm,ambient,2.01,0.54,0.2686567164179105,0.5448865293863401
expt1,2015-03-19,24,22,R3,3,2,4mm,ambient,2.02,0.2,0.09900990099009901,0.3200967395632262
expt1,2015-03-19,24,22,R3,4,1,4mm,ambient,2,0.06,0.03,0.17408301063648043
expt1,2015-03-19,24,22,R3,4,2,4mm,ambient,2.01,0.29,0.14427860696517414,0.38962358520034834
expt1,2015-03-19,24,22,R4,1,1,4mm,elevated,2.01,0,0,0
expt1,2015-03-19,24,22,R4,1,2,4mm,elevated,2.03,0,0,0
expt1,2015-03-19,24,22,R4,2,1,4mm,elevated,2.02,0,0,0
expt1,2015-03-19,24,22,R4,2,2,4mm,elevated,2.02,0,0,0
expt1,2015-03-19,24,22,R4,3,1,4mm,elevated,2.01,0,0,0
expt1,2015-03-19,24,22,R4,3,2,4mm,elevated,2.03,0,0,0
expt1,2015-03-19,24,22,R4,4,1,4mm,elevated,2.01,0,0,0
expt1,2015-03-19,24,22,R4,4,2,4mm,elevated,2,0,0,0
expt1,2015-03-19,24,22,R5,1,1,4mm,elevated,2.04,0,0,0
expt1,2015-03-19,24,22,R5,1,2,4mm,elevated,2,0.01,0.005,0.0707697366622136
expt1,2015-03-19,24,22,R5,2,1,4mm,elevated,2.02,0,0,0
expt1,2015-03-19,24,22,R5,2,2,4mm,elevated,2,0,0,0
expt1,2015-03-19,24,22,R5,3,1,4mm,elevated,2,0,0,0
expt1,2015-03-19,24,22,R5,3,2,4mm,elevated,2.05,0,0,0
expt1,2015-03-19,24,22,R5,4,1,4mm,elevated,2.09,0,0,0
expt1,2015-03-19,24,22,R5,4,2,4mm,elevated,2.02,0,0,0
expt1,2015-03-19,24,22,R6,1,1,4mm,ambient,2,0,0,0
expt1,2015-03-19,24,22,R6,1,2,4mm,ambient,2.07,0,0,0
expt1,2015-03-19,24,22,R6,2,1,4mm,ambient,2.02,0,0,0
expt1,2015-03-19,24,22,R6,2,2,4mm,ambient,2,0.01,0.005,0.0707697366622136
expt1,2015-03-19,24,22,R6,3,1,4mm,ambient,2.01,0,0,0
expt1,2015-03-19,24,22,R6,3,2,4mm,ambient,2.03,0,0,0
expt1,2015-03-19,24,22,R6,4,1,4mm,ambient,2.01,0,0,0
expt1,2015-03-19,24,22,R6,4,2,4mm,ambient,2.09,0.03,0.014354066985645933,0.1200969500515934
