experiment,Date,Time,Months,Ring,Plot,Trt,prevTrt,psyllid,InitialMass.g,RemainingMass.g,propMassRem,propMassRem.trans
expt2,2018-04-26,8,8,R2,2,ambient,aCO2,noPsyl,NA,NA,NA,NA
expt2,2018-04-26,8,8,R2,2,ambient,aCO2,Psyl,2.015,1.2,0.5955334987593052,0.8815226911605062
expt2,2018-04-26,8,8,R2,2,ambient,eCO2,noPsyl,1.959,1.2,0.6125574272588055,0.8989286208042417
expt2,2018-04-26,8,8,R2,2,ambient,eCO2,Psyl,1.994,1.34,0.6720160481444334,0.961002044681504
expt2,2018-04-26,8,8,R2,3,ambient,aCO2,noPsyl,1.984,1.51,0.7610887096774194,1.0600992182235847
expt2,2018-04-26,8,8,R2,3,ambient,aCO2,Psyl,1.959,1.12,0.5717202654415519,0.8573666772347422
expt2,2018-04-26,8,8,R2,3,ambient,eCO2,noPsyl,1.957,1.16,0.5927439959121104,0.8786823877987716
expt2,2018-04-26,8,8,R2,3,ambient,eCO2,Psyl,2.088,1.31,0.6273946360153256,0.9142130518355781
expt2,2018-04-26,8,8,R2,4,ambient,aCO2,noPsyl,2,1.34,0.67,0.9588566121610292
expt2,2018-04-26,8,8,R2,4,ambient,aCO2,Psyl,1.945,1.2,0.6169665809768637,0.9034587325116881
expt2,2018-04-26,8,8,R2,4,ambient,eCO2,noPsyl,1.93,1.27,0.6580310880829016,0.946186169619621
expt2,2018-04-26,8,8,R2,4,ambient,eCO2,Psyl,1.983,1.23,0.6202723146747352,0.906861621655399
expt2,2018-04-26,8,8,R3,1,ambient,aCO2,noPsyl,1.962,1.44,0.7339449541284404,1.028849017065696
expt2,2018-04-26,8,8,R3,1,ambient,aCO2,Psyl,1.949,1.26,0.6464853771164699,0.9340643904029208
expt2,2018-04-26,8,8,R3,1,ambient,eCO2,noPsyl,1.916,1.29,0.6732776617954072,0.9623463402003644
expt2,2018-04-26,8,8,R3,1,ambient,eCO2,Psyl,2.055,1.29,0.6277372262773723,0.9145673677416077
expt2,2018-04-26,8,8,R3,2,ambient,aCO2,noPsyl,1.902,1.28,0.6729758149316509,0.9620245901946337
expt2,2018-04-26,8,8,R3,2,ambient,aCO2,Psyl,1.964,1.29,0.6568228105906314,0.9449131458964086
expt2,2018-04-26,8,8,R3,2,ambient,eCO2,noPsyl,2.02,1.33,0.6584158415841584,0.946591766680557
expt2,2018-04-26,8,8,R3,2,ambient,eCO2,Psyl,1.952,1.24,0.6352459016393442,0.922350084050184
expt2,2018-04-26,8,8,R3,3,ambient,aCO2,noPsyl,2.06,1.44,0.6990291262135921,0.990097764782454
expt2,2018-04-26,8,8,R3,3,ambient,aCO2,Psyl,1.933,1.02,0.5276771857216761,0.8130895029509627
expt2,2018-04-26,8,8,R3,3,ambient,eCO2,noPsyl,1.963,1.16,0.5909322465613855,0.8768392801453735
expt2,2018-04-26,8,8,R3,3,ambient,eCO2,Psyl,2.031,1.24,0.6105366814377153,0.896855627474074
expt2,2018-04-26,8,8,R3,4,ambient,aCO2,noPsyl,2.05,1.22,0.5951219512195123,0.8811034535388041
