Date,Ring,VWC,TDRTemp,experiment,Months
2013-05-17,R1,0.029869791666666666,14.296783854166666,expt1,3.2
2013-05-17,R2,0.023951822916666667,14.529453125,expt1,3.2
2013-05-17,R3,0.0848671875,14.0996484375,expt1,3.2
2013-05-17,R4,0.08556640625,14.408216145833332,expt1,3.2
2013-05-17,R5,0.17131640625,14.132643229166666,expt1,3.2
2013-05-17,R6,0.10999609375,14.356041666666666,expt1,3.2
2013-05-18,R1,0.029141927083333335,13.5625390625,expt1,3.2
2013-05-18,R2,0.023473958333333333,13.830364583333333,expt1,3.2
2013-05-18,R3,0.08160416666666666,13.311236979166667,expt1,3.2
2013-05-18,R4,0.08212109375,13.533541666666666,expt1,3.2
2013-05-18,R5,0.16812369791666668,13.405377604166667,expt1,3.2
2013-05-18,R6,0.107859375,13.541393229166667,expt1,3.2
2013-05-19,R1,0.028471354166666667,12.9991796875,expt1,3.2
2013-05-19,R2,0.023059895833333333,13.262799479166667,expt1,3.2
2013-05-19,R3,0.07889453125,12.707421875,expt1,3.2
2013-05-19,R4,0.07938151041666666,12.878606770833333,expt1,3.2
2013-05-19,R5,0.1655546875,12.792721354166666,expt1,3.2
2013-05-19,R6,0.10598567708333333,12.929973958333333,expt1,3.2
2013-05-20,R1,0.028055989583333333,12.812213541666667,expt1,3.2
2013-05-20,R2,0.022727864583333333,13.050651041666667,expt1,3.2
2013-05-20,R3,0.07658723958333334,12.466536458333334,expt1,3.2
2013-05-20,R4,0.07718098958333333,12.591419270833333,expt1,3.2
2013-05-20,R5,0.16325651041666667,12.509986979166667,expt1,3.2
2013-05-20,R6,0.10449609375,12.694739583333334,expt1,3.2
2013-05-21,R1,0.02776953125,13.492994791666666,expt1,3.2
2013-05-21,R2,0.0223984375,13.823046875,expt1,3.2
2013-05-21,R3,0.07438932291666667,13.220989583333333,expt1,3.2
2013-05-21,R4,0.07488151041666667,13.300572916666667,expt1,3.2
2013-05-21,R5,0.16080208333333335,13.056705729166667,expt1,3.2
2013-05-21,R6,0.10281119791666667,13.4008984375,expt1,3.2
2013-05-22,R1,0.0274453125,13.4381640625,expt1,3.2
2013-05-22,R2,0.022473958333333332,13.641731770833333,expt1,3.2
2013-05-22,R3,0.07285807291666667,13.06203125,expt1,3.2
2013-05-22,R4,0.07355989583333333,13.188723958333334,expt1,3.2
2013-05-22,R5,0.1603359375,13.011627604166666,expt1,3.2
2013-05-22,R6,0.10196744791666666,13.161119791666668,expt1,3.2
2013-05-23,R1,0.04043489583333333,13.878098958333334,expt1,3.2
2013-05-23,R2,0.036375,13.937213541666667,expt1,3.2
2013-05-23,R3,0.09485416666666667,13.586627604166667,expt1,3.2
2013-05-23,R4,0.09719791666666666,13.813723958333334,expt1,3.2
2013-05-23,R5,0.19418489583333334,13.5088671875,expt1,3.2
2013-05-23,R6,0.118828125,13.721432291666666,expt1,3.2
2013-05-24,R1,0.05422265625,14.376145833333334,expt1,3.2
2013-05-24,R2,0.05100260416666667,14.424440104166667,expt1,3.2
2013-05-24,R3,0.11142838541666666,14.1658984375,expt1,3.2
2013-05-24,R4,0.1168671875,14.378658854166666,expt1,3.2
2013-05-24,R5,0.20218489583333332,14.0934375,expt1,3.2
2013-05-24,R6,0.13611067708333333,14.3219140625,expt1,3.2
2013-05-25,R1,0.0623046875,14.352825520833333,expt1,3.2
2013-05-25,R2,0.05862369791666667,14.399661458333334,expt1,3.2
2013-05-25,R3,0.11604296875,14.106783854166666,expt1,3.2
2013-05-25,R4,0.12322395833333333,14.314205729166666,expt1,3.2
2013-05-25,R5,0.20097005208333332,14.120377604166666,expt1,3.2
2013-05-25,R6,0.14445572916666666,14.308984375,expt1,3.2
2013-05-26,R1,0.06384895833333333,13.0771875,expt1,3.2
2013-05-26,R2,0.05869401041666667,13.020677083333334,expt1,3.2
2013-05-26,R3,0.11413541666666667,12.7136328125,expt1,3.2
